 Nome ,Idade,CIDADE,Data Admissão,salario (R$),Estado-civil,Cargo ,Telefone
Nina Rodrigues,33.0,belo  horizonte,27/03/2017,3282.48,divorciado,analista,nan
Xavier Oliveira,44.0,recife,10/02/2027,2915.98,solteiro,cientista de dados,nan
Iris Silva,36.0,belo  horizonte,31/03/2019,4081.16,casado,cientista de dados,nan
  CARLA SOUZA  ,35.0,Recife,16/10/2018,2896.64,,cientista de dados,nan
Leo Souza,37.0,rio de janeiro,24/05/2025,3157.29,solteiro,estagiario,nan
Nina Silva,29.0,curitiba,08/09/2024,2953.08,divorciado,desenvolvedor,nan
  ZECA OLIVEIRA  ,33.0,rio de janeiro,17/08/2022,2794.27,divorciado,analista,nan
Diego Ferreira,25.0,Salvador,23/05/2017,2051.88,divorciado,,nan
Yasmin Ferreira,60.0,recife,16/10/2022,1474.25,divorciado,estagiario,nan
Gabi Rodrigues,30.0,fortaleza,10/08/2018,6261.82,viuvo,cientista de dados,nan
Bruno Lima,35.0,salvador,15/10/2020,1492.75,divorciado,desenvolvedor,nan
  CARLA FERREIRA  ,42.0,belo  horizonte,28/03/2021,5153.17,solteiro,cientista de dados,nan
Heitor Santos,43.0,rio de janeiro,21/11/2017,4901.03,casado,gestor,nan
Saulo Rodrigues,42.0,fortaleza,30/12/2022,,solteiro,analista,nan
Paula Santos,44.0,curitiba,14/06/2023,4720.05,casado,gestor,(11) 98837-6425
Eva Pereira,49.0,fortaleza,21/11/2023,3901.62,viuvo,cientista de dados,nan
Vera Oliveira,34.0,rio de janeiro,06/08/2017,1221.74,solteiro,analista,nan
  BRUNO LIMA  ,37.0,sao paulo,14/03/2025,4985.77,casado,estagiario,nan
Yasmin Ferreira,30.0,curitiba,19/02/2021,2213.97,solteiro,gestor,nan
Nina Silva,15.0,fortaleza,10/02/2015,2588.51,viuvo,cientista de dados,nan
Paula Oliveira,52.0,Recife,01/11/2016,2783.87,casado,desenvolvedor,nan
Rita Souza,22.0,fortaleza,12/11/2017,4653.78,solteiro,gestor,nan
Will Santos,33.0,recife,09/10/2015,5440.08,solteiro,cientista de dados,nan
Saulo Pereira,53.0,belo  horizonte,21/04/2020,6227.6,casado,analista,(11) 91860-7022
Otavio Rodrigues,34.0,Recife,09/07/2025,1719.82,divorciado,cientista de dados,nan
Zeca Lima,44.0,rio de janeiro,21/01/2017,3178.78,viuvo,,nan
Leo Souza,,recife,29/01/2025,3330.44,viuvo,cientista de dados,nan
Carla Carvalho,37.0,curitiba,08/03/2017,5310.7,viuvo,estagiario,nan
Saulo Santos,40.0,,02/11/2015,1153.11,solteiro,estagiario,nan
Yasmin Oliveira,35.0,,08/05/2016,1247.48,solteiro,cientista de dados,nan
Rita Pereira,35.0,sao paulo,22/05/2015,2720.59,solteiro,cientista de dados,nan
Heitor Souza,35.0,sao paulo,11/12/2022,3626.45,solteiro,gestor,nan
Katia Pereira,42.0,belo  horizonte,27/10/2022,753.64,casado,analista,nan
Eva Carvalho,40.0,recife,11/09/2020,,viuvo,estagiario,nan
Will Silva,58.0,,05/10/2022,2301.38,casado,engenheiro de dados,nan
Fabio Oliveira,30.0,salvador,22/11/2015,2664.97,divorciado,engenheiro de dados,nan
Katia Ferreira,25.0,sao paulo,23/09/2018,2071.48,viuvo,cientista de dados,nan
Joao Rodrigues,30.0,sao paulo,07/05/2021,2675.96,viuvo,analista,nan
Will Carvalho,42.0,Sao Paulo,23/10/2022,2957.14,divorciado,engenheiro de dados,nan
Iris Silva,27.0,Sao Paulo,05/07/2022,1533.89,viuvo,cientista de dados,nan
Tania Lima,31.0,Salvador,24/05/2016,4454.75,casado,cientista de dados,nan
Xavier Oliveira,27.0,sao paulo,15/05/2023,,divorciado,estagiario,nan
Xavier Souza,40.0,rio de janeiro,11/12/2020,1857.49,viuvo,engenheiro de dados,nan
Gabi Rodrigues,29.0,recife,30/08/2022,6169.86,viuvo,gestor,nan
Carla Silva,38.0,curitiba,12/12/2019,1884.2,solteiro,estagiario,nan
Will Lima,39.0,manaus,16/01/2025,3851.04,casado,analista,nan
Leo Ferreira,37.0,Fortaleza,27/10/2021,2465.42,solteiro,gestor,nan
  DIEGO CARVALHO  ,45.0,manaus,05/11/2021,2752.39,casado,analista,nan
Zeca Silva,25.0,Recife,11/06/2015,2068.1,viuvo,estagiario,nan
Fabio Rodrigues,18.0,salvador,12/07/2022,2663.15,solteiro,engenheiro de dados,nan
Iris Lima,39.0,rio de janeiro,04/08/2023,5289.42,solteiro,desenvolvedor,nan
  LEO SILVA  ,,belo  horizonte,01/07/2019,5344.02,divorciado,gestor,nan
Diego Pereira,38.0,manaus,31/07/2020,5244.41,casado,engenheiro de dados,nan
Will Lima,37.0,Sao Paulo,22/07/2023,1938.59,casado,analista,nan
Xavier Santos,36.0,salvador,20/05/2018,3327.93,divorciado,analista,nan
  BRUNO OLIVEIRA  ,56.0,rio de janeiro,09/02/2015,2635.88,solteiro,gestor,nan
Ulisses Carvalho,29.0,Recife,30/11/2022,2325.29,divorciado,engenheiro de dados,nan
Will Almeida,46.0,sao paulo,25/06/2023,4275.64,casado,gestor,nan
Carla Pereira,44.0,manaus,10/08/2017,3066.35,casado,desenvolvedor,nan
Will Santos,43.0,rio de janeiro,24/06/2022,2688.33,casado,engenheiro de dados,nan
Heitor Rodrigues,52.0,fortaleza,22/09/2016,3685.92,solteiro,engenheiro de dados,nan
Paula Pereira,31.0,salvador,21/06/2020,5262.85,casado,engenheiro de dados,nan
Ulisses Silva,29.0,salvador,09/09/2022,3189.06,casado,estagiario,nan
Eva Pereira,32.0,belo  horizonte,09/07/2020,2250.04,casado,desenvolvedor,nan
Gabi Souza,35.0,salvador,14/07/2020,1733.4,casado,analista,nan
Ana Silva,44.0,rio de janeiro,30/06/2017,14625.44,divorciado,gestor,nan
Nina Ferreira,37.0,curitiba,11/08/2018,5455.79,casado,,nan
  KATIA FERREIRA  ,39.0,Recife,22/06/2022,3110.72,divorciado,estagiario,nan
Gabi Ferreira,32.0,fortaleza,19/08/2022,2728.47,divorciado,cientista de dados,nan
Leo Rodrigues,50.0,fortaleza,18/09/2018,2081.25,viuvo,desenvolvedor,nan
Paula Souza,40.0,Salvador,24/02/2021,4779.7,viuvo,cientista de dados,nan
Diego Ferreira,39.0,Sao Paulo,10/03/2018,3291.78,solteiro,estagiario,nan
Vera Silva,39.0,rio de janeiro,10/10/2016,1962.51,viuvo,,nan
Ana Pereira,29.0,sao paulo,16/01/2015,2010.35,solteiro,engenheiro de dados,nan
Otavio Lima,18.0,salvador,06/03/2022,3459.39,solteiro,engenheiro de dados,nan
Bruno Almeida,45.0,salvador,26/09/2015,4269.05,viuvo,engenheiro de dados,nan
  CARLA CARVALHO  ,26.0,belo  horizonte,23/06/2017,2127.65,divorciado,desenvolvedor,nan
Iris Ferreira,44.0,fortaleza,24/02/2015,2654.34,casado,engenheiro de dados,nan
Ana Rodrigues,35.0,sao paulo,30/03/2025,1975.63,viuvo,engenheiro de dados,nan
Otavio Pereira,24.0,sao paulo,28/08/2016,4409.16,viuvo,cientista de dados,nan
Leo Carvalho,24.0,sao paulo,10/12/2016,3760.94,casado,estagiario,nan
Bruno Carvalho,39.0,fortaleza,20/07/2018,1748.89,casado,gestor,nan
Paula Silva,35.0,Fortaleza,31/07/2016,2820.57,viuvo,analista,nan
Joao Pereira,55.0,sao paulo,21/08/2015,4153.54,casado,estagiario,nan
Xavier Silva,30.0,Sao Paulo,04/01/2019,1064.22,solteiro,analista,nan
Gabi Rodrigues,27.0,sao paulo,29/06/2022,2331.21,viuvo,desenvolvedor,nan
Vera Carvalho,14.0,rio de janeiro,06/04/2022,2851.64,divorciado,gestor,nan
Nina Ferreira,38.0,Recife,05/06/2024,4151.08,divorciado,engenheiro de dados,nan
Saulo Santos,43.0,manaus,21/08/2018,1887.29,divorciado,engenheiro de dados,nan
Xavier Oliveira,48.0,curitiba,13/12/2018,6855.56,viuvo,estagiario,nan
Fabio Carvalho,28.0,rio de janeiro,25/10/2024,2371.09,casado,desenvolvedor,nan
Paula Ferreira,51.0,curitiba,13/10/2015,3321.08,viuvo,cientista de dados,nan
Heitor Oliveira,37.0,fortaleza,20/10/2020,1662.06,solteiro,estagiario,nan
  NINA PEREIRA  ,21.0,curitiba,12/03/2017,5808.56,viuvo,desenvolvedor,nan
  IRIS PEREIRA  ,43.0,,05/10/2023,3497.82,solteiro,engenheiro de dados,nan
Carla Santos,11.0,manaus,30/06/2019,4938.81,casado,gestor,nan
Zeca Almeida,28.0,rio de janeiro,26/01/2025,3370.38,casado,gestor,nan
Diego Santos,41.0,fortaleza,06/01/2023,3586.21,divorciado,desenvolvedor,nan
Bruno Almeida,44.0,sao paulo,22/01/2019,2033.6,solteiro,engenheiro de dados,nan
Leo Ferreira,47.0,salvador,07/11/2021,2453.65,divorciado,estagiario,nan
Katia Santos,28.0,recife,02/10/2027,3587.0,divorciado,gestor,nan
Diego Ferreira,45.0,salvador,28/05/2023,4468.87,solteiro,cientista de dados,nan
Tania Ferreira,19.0,belo  horizonte,14/11/2021,5063.42,divorciado,engenheiro de dados,nan
Otavio Lima,59.0,recife,07/04/2018,3746.09,divorciado,desenvolvedor,nan
Saulo Oliveira,44.0,belo  horizonte,30/09/2018,1546.63,casado,estagiario,nan
Bruno Carvalho,33.0,manaus,15/03/2023,2906.44,solteiro,desenvolvedor,nan
Leo Silva,20.0,fortaleza,28/09/2021,2731.44,solteiro,gestor,nan
Joao Carvalho,37.0,manaus,01/05/2023,2140.25,solteiro,cientista de dados,nan
Fabio Pereira,36.0,fortaleza,02/01/2024,825.35,divorciado,analista,nan
Iris Ferreira,39.0,manaus,12/09/2016,2087.01,solteiro,cientista de dados,nan
Otavio Silva,26.0,belo  horizonte,18/08/2017,2252.97,viuvo,cientista de dados,nan
Nina Oliveira,40.0,manaus,30/07/2017,5020.73,viuvo,estagiario,nan
Nina Santos,31.0,manaus,01/04/2019,1531.61,divorciado,estagiario,nan
Bruno Rodrigues,35.0,salvador,20/05/2025,2431.61,solteiro,cientista de dados,nan
Katia Rodrigues,45.0,manaus,09/08/2015,2660.67,divorciado,engenheiro de dados,nan
Rita Pereira,10.0,sao paulo,16/06/2021,2067.52,casado,gestor,nan
Yasmin Lima,35.0,rio de janeiro,30/01/2019,1717.9,solteiro,cientista de dados,nan
Iris Oliveira,29.0,salvador,12/07/2016,,,gestor,nan
Otavio Oliveira,39.0,curitiba,04/10/2020,3560.13,solteiro,analista,nan
  ZECA SANTOS  ,41.0,belo  horizonte,01/09/2018,6237.01,viuvo,gestor,nan
Heitor Almeida,42.0,recife,15/05/2024,2675.24,divorciado,desenvolvedor,nan
Paula Carvalho,32.0,fortaleza,01/08/2017,3481.56,divorciado,estagiario,nan
Ana Carvalho,30.0,Fortaleza,13/11/2023,5743.69,casado,engenheiro de dados,nan
Tania Santos,42.0,salvador,25/08/2020,2346.9,viuvo,estagiario,nan
Rita Ferreira,40.0,Belo Horizonte,22/01/2019,2256.73,divorciado,desenvolvedor,nan
Zeca Pereira,38.0,fortaleza,22/02/2019,2719.66,divorciado,analista,nan
Bruno Carvalho,19.0,,13/10/2016,2942.69,casado,gestor,nan
Saulo Oliveira,41.0,curitiba,04/07/2023,3248.44,divorciado,cientista de dados,nan
Xavier Rodrigues,45.0,belo  horizonte,22/10/2021,2272.77,solteiro,engenheiro de dados,nan
Paula Carvalho,29.0,recife,25/12/2024,3483.19,casado,estagiario,nan
Ulisses Souza,41.0,Belo Horizonte,10/02/2015,3756.39,divorciado,engenheiro de dados,nan
Otavio Souza,30.0,curitiba,23/02/2015,1689.43,solteiro,analista,nan
Leo Silva,18.0,Recife,23/09/2017,4753.54,divorciado,desenvolvedor,nan
Rita Carvalho,29.0,rio de janeiro,14/11/2020,2849.87,divorciado,gestor,nan
Rita Souza,36.0,curitiba,03/07/2017,,casado,cientista de dados,nan
Fabio Silva,29.0,fortaleza,16/02/2025,2962.99,viuvo,cientista de dados,(11) 91411-8774
Bruno Lima,28.0,rio de janeiro,06/04/2025,6318.5,,desenvolvedor,nan
Vera Ferreira,31.0,rio de janeiro,03/01/2017,,solteiro,desenvolvedor,nan
Tania Carvalho,39.0,salvador,10/05/2021,3367.29,casado,,nan
  ANA SILVA  ,,Manaus,16/07/2015,3059.2,casado,engenheiro de dados,nan
Tania Almeida,41.0,manaus,25/05/2016,2674.54,divorciado,analista,nan
Gabi Lima,,fortaleza,01/02/2025,2981.04,divorciado,estagiario,nan
Xavier Pereira,46.0,sao paulo,09/12/2020,2106.74,divorciado,gestor,nan
Carla Carvalho,30.0,recife,22/04/2024,5837.52,divorciado,analista,nan
Ana Almeida,26.0,,10/05/2017,3150.8,divorciado,engenheiro de dados,nan
Yasmin Silva,25.0,manaus,02/04/2023,2630.55,casado,desenvolvedor,nan
Paula Ferreira,36.0,recife,22/05/2024,4949.14,viuvo,estagiario,nan
Paula Lima,34.0,Sao Paulo,25/06/2019,1064.58,viuvo,analista,nan
Katia Almeida,31.0,salvador,30/03/2020,3067.63,casado,engenheiro de dados,nan
Marta Lima,49.0,curitiba,29/08/2020,3232.16,casado,estagiario,nan
Iris Rodrigues,30.0,curitiba,09/12/2018,6449.43,viuvo,desenvolvedor,nan
Carla Rodrigues,27.0,belo  horizonte,01/11/2021,3701.07,,analista,nan
Yasmin Santos,28.0,,28/09/2024,4082.25,divorciado,estagiario,nan
Vera Carvalho,39.0,salvador,28/06/2023,,viuvo,gestor,nan
Eva Pereira,34.0,,19/08/2018,5136.91,viuvo,cientista de dados,nan
Ana Oliveira,20.0,Recife,07/03/2022,3221.91,casado,engenheiro de dados,nan
Joao Rodrigues,33.0,belo  horizonte,31/01/2020,1540.33,solteiro,analista,nan
Carla Pereira,47.0,Salvador,19/06/2016,1360.78,divorciado,gestor,nan
  JOAO SANTOS  ,29.0,salvador,29/03/2018,1900.74,solteiro,analista,nan
Katia Souza,38.0,fortaleza,12/10/2024,1871.92,viuvo,analista,nan
Will Almeida,44.0,belo  horizonte,10/11/2018,1599.81,solteiro,analista,nan
  ZECA SANTOS  ,39.0,recife,06/03/2016,5195.76,divorciado,cientista de dados,nan
Diego Santos,39.0,curitiba,06/08/2016,3935.87,divorciado,estagiario,nan
Carla Lima,41.0,Curitiba,07/07/2021,1640.47,casado,gestor,nan
Otavio Oliveira,40.0,Belo Horizonte,31/05/2015,3858.43,solteiro,analista,nan
Rita Almeida,42.0,fortaleza,11/04/2019,3212.37,casado,cientista de dados,(11) 94264-7482
Katia Carvalho,40.0,recife,23/09/2020,1296.3,solteiro,desenvolvedor,nan
  VERA RODRIGUES  ,25.0,manaus,30/07/2021,4439.78,casado,desenvolvedor,nan
Otavio Pereira,29.0,sao paulo,04/03/2023,3053.25,divorciado,desenvolvedor,nan
Otavio Ferreira,10.0,sao paulo,03/05/2025,5472.19,casado,cientista de dados,nan
Yasmin Carvalho,43.0,Rio De Janeiro,20/02/2020,3596.06,viuvo,estagiario,nan
Carla Rodrigues,25.0,Rio De Janeiro,26/10/2024,4518.72,divorciado,engenheiro de dados,nan
Heitor Pereira,47.0,rio de janeiro,30/12/2019,2575.58,casado,analista,nan
Heitor Ferreira,30.0,belo  horizonte,03/10/2020,3484.44,solteiro,,nan
Gabi Rodrigues,38.0,rio de janeiro,14/08/2020,2980.3,casado,desenvolvedor,nan
Heitor Oliveira,54.0,recife,05/05/2018,5911.85,casado,analista,nan
Vera Carvalho,40.0,Salvador,09/10/2024,2136.85,casado,estagiario,nan
Katia Silva,54.0,salvador,19/02/2027,3310.56,viuvo,desenvolvedor,nan
Leo Santos,49.0,manaus,06/11/2015,5009.34,viuvo,analista,nan
Joao Santos,50.0,Fortaleza,18/06/2018,7941.82,viuvo,desenvolvedor,nan
Will Souza,28.0,manaus,27/12/2015,1275.47,casado,engenheiro de dados,nan
Eva Oliveira,44.0,manaus,29/10/2027,2427.82,solteiro,cientista de dados,nan
Vera Lima,24.0,Belo Horizonte,02/12/2023,1854.71,casado,gestor,nan
Marta Souza,21.0,Belo Horizonte,08/02/2024,2417.85,divorciado,estagiario,nan
Joao Almeida,42.0,fortaleza,21/03/2025,3197.29,viuvo,analista,nan
Marta Souza,,curitiba,06/11/2022,3251.46,casado,gestor,nan
Nina Souza,45.0,Sao Paulo,27/04/2021,,casado,gestor,nan
Katia Silva,25.0,fortaleza,09/09/2016,2682.68,casado,gestor,nan
Rita Oliveira,,sao paulo,10/05/2018,2251.4,solteiro,desenvolvedor,nan
Iris Rodrigues,25.0,curitiba,29/03/2016,4247.9,viuvo,analista,nan
  ULISSES PEREIRA  ,53.0,sao paulo,07/10/2016,1571.7,casado,estagiario,nan
Saulo Lima,37.0,Recife,11/08/2016,5233.96,solteiro,engenheiro de dados,nan
Ana Silva,21.0,fortaleza,03/09/2024,3669.05,divorciado,analista,nan
Rita Lima,37.0,curitiba,12/07/2024,3785.53,divorciado,estagiario,nan
Diego Almeida,47.0,manaus,05/08/2022,3007.82,divorciado,gestor,nan
Ulisses Souza,22.0,manaus,14/04/2021,5042.1,divorciado,desenvolvedor,nan
Joao Souza,29.0,recife,23/05/2023,2664.49,viuvo,analista,nan
Diego Rodrigues,38.0,,30/09/2016,7083.94,viuvo,desenvolvedor,nan
Tania Silva,40.0,recife,18/07/2025,2105.9,solteiro,cientista de dados,nan
Leo Rodrigues,,Belo Horizonte,03/03/2018,2696.49,,cientista de dados,nan
Fabio Silva,40.0,sao paulo,09/07/2024,3498.22,viuvo,cientista de dados,nan
Paula Oliveira,18.0,salvador,11/05/2019,2170.79,divorciado,,nan
Joao Almeida,28.0,recife,27/01/2015,8056.16,divorciado,desenvolvedor,nan
Eva Santos,32.0,fortaleza,02/02/2022,3556.57,casado,analista,nan
Fabio Rodrigues,42.0,sao paulo,13/04/2019,4941.02,casado,engenheiro de dados,nan
Katia Oliveira,11.0,manaus,16/08/2019,3666.77,divorciado,gestor,nan
Eva Santos,11.0,Salvador,03/05/2015,2621.9,casado,engenheiro de dados,nan
Fabio Santos,,salvador,28/03/2018,3954.31,casado,gestor,nan
Will Carvalho,44.0,fortaleza,20/03/2018,1619.84,solteiro,analista,nan
  CARLA OLIVEIRA  ,23.0,Fortaleza,28/12/2015,3941.6,solteiro,engenheiro de dados,nan
Carla Ferreira,37.0,sao paulo,06/03/2018,2861.61,casado,engenheiro de dados,nan
Vera Souza,32.0,manaus,11/06/2015,2319.29,solteiro,gestor,nan
Zeca Santos,33.0,fortaleza,10/06/2021,2463.41,divorciado,analista,nan
Iris Rodrigues,26.0,belo  horizonte,21/06/2024,1569.27,casado,,nan
Nina Carvalho,28.0,belo  horizonte,02/12/2019,4998.16,divorciado,estagiario,nan
Ana Pereira,37.0,rio de janeiro,22/07/2021,1928.56,viuvo,engenheiro de dados,nan
  OTAVIO LIMA  ,38.0,curitiba,23/02/2019,3043.7,viuvo,cientista de dados,nan
  PAULA SANTOS  ,34.0,Rio De Janeiro,03/03/2019,2644.68,divorciado,estagiario,nan
Eva Almeida,38.0,Manaus,14/09/2018,3278.53,divorciado,desenvolvedor,nan
Rita Lima,29.0,,06/05/2019,1945.94,solteiro,analista,nan
Bruno Silva,22.0,belo  horizonte,12/09/2023,6873.37,divorciado,desenvolvedor,nan
Katia Pereira,55.0,Rio De Janeiro,23/05/2018,4096.06,casado,estagiario,nan
Tania Lima,35.0,sao paulo,08/03/2018,3543.54,,cientista de dados,nan
Eva Almeida,24.0,fortaleza,26/05/2018,2862.64,viuvo,estagiario,nan
Ulisses Souza,39.0,Rio De Janeiro,16/02/2023,2710.78,divorciado,analista,nan
Zeca Souza,44.0,salvador,09/11/2023,4284.53,viuvo,cientista de dados,nan
  GABI CARVALHO  ,42.0,sao paulo,23/10/2021,2216.67,casado,engenheiro de dados,nan
Vera Santos,36.0,rio de janeiro,25/03/2020,1187.99,solteiro,gestor,nan
Iris Ferreira,39.0,manaus,12/04/2023,3117.61,viuvo,gestor,nan
Joao Santos,22.0,,30/12/2023,3257.89,viuvo,engenheiro de dados,nan
Will Lima,37.0,rio de janeiro,01/09/2021,3626.71,solteiro,gestor,nan
Xavier Silva,32.0,Sao Paulo,26/07/2024,4966.69,viuvo,analista,nan
Ulisses Silva,38.0,Sao Paulo,02/11/2017,1942.6,viuvo,gestor,nan
Tania Ferreira,43.0,recife,21/04/2027,2696.52,casado,estagiario,nan
Saulo Rodrigues,39.0,Curitiba,19/08/2021,2014.18,casado,engenheiro de dados,nan
Will Lima,43.0,rio de janeiro,14/12/2018,3896.09,viuvo,cientista de dados,nan
Saulo Carvalho,40.0,rio de janeiro,24/08/2018,2000.68,divorciado,estagiario,nan
Iris Lima,59.0,Manaus,24/04/2017,2420.37,casado,analista,nan
Rita Ferreira,38.0,recife,19/03/2019,3389.08,solteiro,analista,nan
Carla Pereira,38.0,sao paulo,15/08/2019,2265.84,divorciado,engenheiro de dados,nan
Ana Almeida,35.0,sao paulo,14/01/2016,1298.21,casado,,nan
Yasmin Carvalho,28.0,fortaleza,29/01/2017,4209.21,casado,engenheiro de dados,nan
  EVA SILVA  ,35.0,sao paulo,03/09/2017,2329.78,casado,gestor,nan
  RITA RODRIGUES  ,39.0,manaus,08/12/2017,3416.86,solteiro,estagiario,nan
Tania Pereira,40.0,,07/06/2017,2973.92,solteiro,estagiario,nan
Otavio Carvalho,45.0,manaus,06/10/2022,3703.42,divorciado,desenvolvedor,nan
Heitor Oliveira,33.0,curitiba,10/11/2019,1942.07,casado,desenvolvedor,nan
Otavio Oliveira,35.0,curitiba,29/09/2023,5107.58,viuvo,analista,nan
Saulo Santos,28.0,Rio De Janeiro,11/06/2023,1138.73,divorciado,desenvolvedor,nan
  MARTA ALMEIDA  ,27.0,curitiba,11/11/2016,1169.23,casado,cientista de dados,(11) 98240-1145
Bruno Santos,51.0,manaus,13/10/2018,2716.93,divorciado,gestor,nan
Joao Pereira,37.0,belo  horizonte,10/01/2019,3957.72,viuvo,engenheiro de dados,nan
Diego Pereira,37.0,rio de janeiro,25/02/2023,3092.33,divorciado,,nan
Marta Santos,14.0,Fortaleza,29/06/2015,2581.6,divorciado,analista,nan
Rita Rodrigues,33.0,Belo Horizonte,24/01/2017,4354.69,viuvo,cientista de dados,nan
Saulo Oliveira,48.0,fortaleza,04/03/2019,2701.49,solteiro,gestor,nan
  MARTA FERREIRA  ,41.0,manaus,25/11/2020,2261.85,divorciado,engenheiro de dados,nan
Nina Oliveira,38.0,recife,28/01/2022,4640.67,viuvo,analista,nan
  MARTA OLIVEIRA  ,35.0,rio de janeiro,05/04/2023,2119.7,viuvo,cientista de dados,nan
Katia Oliveira,52.0,sao paulo,05/11/2021,3150.9,viuvo,engenheiro de dados,nan
  XAVIER SOUZA  ,24.0,salvador,01/05/2016,3300.06,solteiro,,nan
Ulisses Carvalho,41.0,rio de janeiro,17/09/2020,2795.37,viuvo,cientista de dados,nan
Saulo Ferreira,30.0,rio de janeiro,16/11/2023,2461.93,divorciado,analista,nan
Vera Oliveira,29.0,manaus,05/02/2017,7762.24,solteiro,desenvolvedor,nan
Heitor Carvalho,56.0,fortaleza,04/09/2020,2621.54,divorciado,engenheiro de dados,nan
Zeca Rodrigues,34.0,salvador,06/06/2020,2233.58,viuvo,engenheiro de dados,nan
Gabi Pereira,27.0,recife,15/09/2019,1381.48,casado,cientista de dados,nan
Rita Almeida,51.0,recife,16/06/2017,2930.33,viuvo,desenvolvedor,nan
Vera Carvalho,,recife,30/10/2023,1472.07,divorciado,analista,nan
Heitor Souza,22.0,manaus,28/11/2020,3702.48,divorciado,gestor,nan
Gabi Silva,31.0,recife,07/09/2020,1609.1,viuvo,gestor,nan
Joao Santos,34.0,fortaleza,13/11/2023,3465.86,solteiro,estagiario,nan
Vera Ferreira,37.0,belo  horizonte,09/04/2015,7759.43,viuvo,cientista de dados,nan
Zeca Silva,26.0,sao paulo,17/04/2022,5925.66,casado,cientista de dados,nan
Carla Rodrigues,38.0,belo  horizonte,29/10/2024,5583.72,divorciado,cientista de dados,nan
  XAVIER LIMA  ,41.0,belo  horizonte,19/06/2019,5203.02,solteiro,cientista de dados,nan
Carla Ferreira,28.0,fortaleza,17/08/2015,4171.0,,gestor,nan
Fabio Oliveira,38.0,fortaleza,02/12/2022,3842.86,solteiro,desenvolvedor,nan
Yasmin Silva,24.0,belo  horizonte,07/08/2018,1664.78,divorciado,estagiario,nan
Ana Carvalho,29.0,belo  horizonte,04/02/2019,2448.76,casado,cientista de dados,nan
Ulisses Rodrigues,35.0,salvador,19/09/2021,4339.04,viuvo,gestor,nan
Nina Silva,47.0,Curitiba,25/11/2020,2731.11,viuvo,estagiario,nan
  CARLA CARVALHO  ,34.0,belo  horizonte,02/06/2015,4039.68,casado,analista,nan
Leo Santos,41.0,belo  horizonte,19/12/2019,3278.3,viuvo,desenvolvedor,nan
Yasmin Santos,33.0,manaus,07/10/2017,3769.98,solteiro,gestor,nan
Saulo Silva,11.0,fortaleza,11/01/2025,2397.91,casado,desenvolvedor,nan
Bruno Lima,33.0,belo  horizonte,01/05/2022,1933.49,casado,analista,nan
Fabio Pereira,,curitiba,14/09/2021,3849.87,casado,,nan
Gabi Silva,23.0,belo  horizonte,18/12/2017,4958.49,casado,engenheiro de dados,nan
Rita Ferreira,38.0,salvador,02/03/2022,4771.73,solteiro,gestor,nan
Joao Ferreira,28.0,Sao Paulo,05/12/2019,3864.58,casado,analista,nan
Saulo Almeida,36.0,fortaleza,16/06/2023,3361.08,solteiro,estagiario,nan
Zeca Santos,33.0,belo  horizonte,29/10/2017,2304.59,divorciado,desenvolvedor,nan
Eva Pereira,29.0,Belo Horizonte,12/04/2015,2688.12,viuvo,cientista de dados,nan
Yasmin Souza,46.0,manaus,29/08/2016,1884.46,divorciado,desenvolvedor,nan
Ana Oliveira,,belo  horizonte,13/01/2016,2359.44,,estagiario,nan
Joao Rodrigues,17.0,recife,26/12/2023,2179.12,solteiro,engenheiro de dados,nan
Katia Oliveira,21.0,recife,05/03/2015,3068.53,divorciado,desenvolvedor,nan
Otavio Almeida,48.0,belo  horizonte,06/04/2015,2574.51,solteiro,cientista de dados,nan
Eva Lima,26.0,Recife,12/06/2025,2892.79,casado,estagiario,nan
Nina Pereira,38.0,belo  horizonte,29/06/2015,2599.18,solteiro,analista,(11) 97363-8387
  BRUNO LIMA  ,,sao paulo,03/11/2024,4197.53,casado,estagiario,nan
Tania Souza,32.0,Curitiba,08/04/2022,5350.31,solteiro,gestor,nan
Xavier Souza,25.0,fortaleza,15/09/2022,1931.37,solteiro,,nan
Xavier Silva,35.0,fortaleza,06/02/2019,5955.39,casado,desenvolvedor,nan
Will Silva,12.0,recife,29/11/2023,1591.54,divorciado,analista,nan
Marta Almeida,33.0,Fortaleza,27/08/2017,3853.61,viuvo,analista,nan
Gabi Carvalho,52.0,recife,20/06/2015,2222.01,viuvo,gestor,nan
  VERA PEREIRA  ,42.0,Fortaleza,08/06/2022,1264.8,solteiro,gestor,nan
Saulo Oliveira,42.0,sao paulo,20/08/2022,4439.29,solteiro,cientista de dados,nan
Carla Carvalho,25.0,belo  horizonte,22/12/2016,2283.41,divorciado,analista,nan
Zeca Pereira,37.0,belo  horizonte,04/04/2027,8553.61,solteiro,analista,nan
Iris Silva,33.0,salvador,22/06/2018,3905.76,viuvo,analista,nan
Fabio Souza,10.0,curitiba,27/03/2015,3556.78,divorciado,gestor,nan
Bruno Rodrigues,31.0,recife,19/03/2022,1921.61,casado,estagiario,nan
Iris Pereira,47.0,salvador,17/09/2021,3204.18,casado,estagiario,nan
Leo Oliveira,37.0,rio de janeiro,06/04/2016,3682.58,viuvo,gestor,nan
Joao Rodrigues,31.0,,10/07/2023,,viuvo,desenvolvedor,nan
Carla Ferreira,43.0,fortaleza,04/10/2021,6776.98,viuvo,estagiario,nan
